Transaction_date,Product,Price,Payment_Type,Name,City,Country,Account_Created,Last_Login,Longitude,Latitude,US Zip,Price Squared
01/02/2009 22:00,   Product1,   1200,   Diners,   Lynne,   Memphis,   United States,   1/2/2009 21:04,   1/12/2009 13:18,   -90.04889,   35.14944,   38103, 1440000
01/11/2009 13:08,   Product1,   1200,   Visa,   Rosa Maria,   Cincinnati,   United States,   1/11/2009 12:38,   1/12/2009 18:44,   -84.45694,   39.16194,   45212, 1440000
01/13/2009 06:13,   Product1,   1200,   Visa,   Gitte,   Staten Island,   United States,   1/13/2009 05:17,   1/13/2009 07:33,   -74.15917,   40.63667,   10303, 1440000
01/02/2009 11:41,   Product1,   1200,   Visa,   Crystal,   Farmington,   United States,   1/1/2009 12:00,   1/13/2009 18:34,   -83.37639,   42.46444,   48336, 1440000
01/07/2009 19:50,   Product1,   1200,   Diners,   Delphine,   Santa Monica,   United States,   1/3/2009 12:04,   1/13/2009 20:17,   -118.49028,   34.01944,   90401, 1440000
01/12/2009 03:03,   Product2,   3600,   Mastercard,   Valda,   Irvine,   United States,   1/12/2009 02:48,   1/14/2009 01:07,   -117.82222,   33.66944,   92614, 12960000
01/13/2009 11:26,   Product1,   1200,   Visa,   Clare,   Keller,   United States,   1/13/2009 11:15,   1/14/2009 02:39,   -75.76417,   37.61917,   23401, 1440000
01/14/2009 04:54,   Product1,   1200,   Mastercard,   ZENA,   Honolulu,   United States,   1/14/2009 04:34,   1/14/2009 04:43,   -157.85833,   21.30694,   96813, 1440000
01/03/2009 13:56,   Product1,   1200,   Visa,   Rennae,   Amelia Island,   United States,   1/3/2009 12:30,   1/14/2009 13:03,   -81.46278,   30.66944,   32034, 1440000
01/13/2009 23:56,   Product1,   1200,   Mastercard,   Tod,   Coral Gables,   United States,   1/13/2009 23:13,   1/14/2009 15:17,   -80.26861,   25.72111,   33146, 1440000
01/14/2009 19:32,   Product1,   1200,   Visa,   Janaina,   Miami,   United States,   12/16/08 22:19,   1/14/2009 19:28,   -80.19389,   25.77389,   33130, 1440000
01/13/2009 19:39,   Product1,   1200,   Visa,   Jolene,   Englewood,   United States,   1/6/2009 22:00,   1/14/2009 22:02,   -104.98722,   39.64778,   80113, 1440000
01/15/2009 02:40,   Product1,   1200,   Mastercard,   Alexis,   Genoa,   United States,   1/15/2009 02:04,   1/15/2009 02:04,   -88.69278,   42.09722,   60135, 1440000
01/05/2009 15:39,   Product1,   1200,   Visa,   Melissa,   Parkland,   United States,   12/10/08 9:14,   1/15/2009 06:01,   -80.2375,   26.30972,   33067, 1440000
01/10/2009 05:21,   Product1,   1200,   Amex,   CLARE,   San Francisco,   United States,   1/10/2009 00:07,   1/15/2009 06:25,   -122.41833,   37.775,   94103, 1440000
01/15/2009 04:12,   Product1,   1200,   Mastercard,   catherine,   Keller,   United States,   1/15/2009 04:02,   1/15/2009 06:59,   -75.76417,   37.61917,   23401, 1440000
01/06/2009 10:48,   Product1,   1200,   Mastercard,   Bruce and Camille,   Clinton,   United States,   8/21/07 21:19,   1/15/2009 09:32,   -74.91028,   40.63667,   08809, 1440000
01/14/2009 09:10,   Product1,   1200,   Mastercard,   Ellen,   Owensboro,   United States,   1/14/2009 08:25,   1/15/2009 09:40,   -87.11333,   37.77417,   42303, 1440000
01/14/2009 22:44,   Product1,   1200,   Visa,   Amy,   Lakewood Village,   United States,   1/14/2009 22:21,   1/15/2009 09:50,   -96.96917,   33.1425,   75068, 1440000
01/15/2009 12:33,   Product1,   1200,   Visa,   Brian,   College Park,   United States,   1/15/2009 12:19,   1/15/2009 13:28,   -76.93722,   38.98056,   20740, 1440000
01/14/2009 11:35,   Product1,   1200,   Visa,   Kenny,   Kailua Kona,   United States,   1/13/2009 17:42,   1/15/2009 15:31,   -155.9003,   19.7349,   96740, 1440000
01/14/2009 15:40,   Product1,   1200,   Amex,   ayse,   Redondo Beach,   United States,   1/13/2009 19:37,   1/15/2009 15:45,   -118.3875,   33.84917,   90277, 1440000
01/03/2009 11:08,   Product1,   1200,   Amex,   Maria and Timothy,   Fountain Hls,   United States,   6/5/06 22:42,   1/15/2009 16:37,   -111.71667,   33.61167,   85268, 1440000
01/16/2009 07:21,   Product1,   2100,   Mastercard,   Gerald,   Mahopac,   United States,   11/3/08 14:28,   1/16/2009 06:08,   -73.73389,   41.37222,   10541, 4410000
01/03/2009 09:56,   Product1,   1200,   Visa,   Kara,   Chicago,   United States,   12/31/08 16:26,   1/16/2009 13:43,   -87.65,   41.85,   60608, 1440000
01/16/2009 17:41,   Product1,   1200,   Visa,   Orsi,   Rayford,   United States,   1/16/2009 17:01,   1/16/2009 17:56,   -95.41694,   30.07972,   77373, 1440000
01/05/2009 05:33,   Product1,   1200,   Visa,   Ben,   Escondido,   United States,   1/5/2009 03:19,   1/17/2009 00:35,   -117.08556,   33.11917,   92025, 1440000
01/11/2009 08:59,   Product1,   1200,   Visa,   Chelsey,   Ashburn,   United States,   11/9/08 5:53,   1/17/2009 08:54,   -77.48778,   39.04361,   20147, 1440000
01/15/2009 15:56,   Product1,   1200,   Amex,   Charis,   Los Angeles,   United States,   11/11/05 11:49,   1/17/2009 10:54,   -118.24278,   34.05222,   90012, 1440000
01/01/2009 12:19,   Product1,   1200,   Visa,   Marlene,   Edgewood,   United States,   1/16/06 14:45,   1/17/2009 11:38,   -122.2925,   47.25028,   98372, 1440000
01/06/2009 14:03,   Product1,   1200,   Visa,   Fie,   New York,   United States,   5/1/08 8:26,   1/17/2009 11:44,   -74.00639,   40.71417,   10007, 1440000
01/12/2009 12:37,   Product1,   1200,   Visa,   Janet,   Marietta,   United States,   9/13/07 14:20,   1/17/2009 16:17,   -84.55,   33.9525,   30060, 1440000
01/04/2009 07:43,   Product1,   1200,   Mastercard,   Jamie,   Houston,   United States,   1/4/2009 06:51,   1/17/2009 17:31,   -95.36306,   29.76306,   77002, 1440000
01/17/2009 16:22,   Product1,   1200,   Visa,   Chad,   West Orange,   United States,   1/17/2009 15:22,   1/17/2009 18:42,   -74.23944,   40.79861,   07052, 1440000
01/18/2009 05:27,   Product1,   1200,   Visa,   Anna,   Downey,   United States,   1/18/2009 04:28,   1/18/2009 04:42,   -118.13167,   33.94,   90241, 1440000
01/04/2009 17:02,   Product1,   1200,   Mastercard,   Clare,   Lafayette,   United States,   12/31/05 0:55,   1/18/2009 08:43,   -122.11694,   37.88583,   94549, 1440000
01/18/2009 02:16,   Product1,   1200,   Visa,   Ruth,   Nashville,   United States,   1/16/2009 19:32,   1/18/2009 09:13,   -93.84694,   33.94556,   71852, 1440000
01/18/2009 11:53,   Product1,   1200,   Visa,   Shailesh,   Joppa,   United States,   1/18/2009 00:00,   1/18/2009 12:23,   -76.35806,   39.43361,   21085, 1440000
01/18/2009 12:04,   Product1,   1200,   Visa,   Conrad,   Joppa,   United States,   1/18/2009 00:00,   1/18/2009 12:23,   -76.35806,   39.43361,   21085, 1440000
01/13/2009 19:54,   Product1,   1200,   Diners,   Alison,   Hampton,   United States,   1/3/06 6:09,   1/18/2009 12:51,   -74.95639,   40.70694,   08827, 1440000
01/05/2009 21:06,   Product1,   1200,   Mastercard,   Tracy,   Louisville,   United States,   1/5/2009 16:27,   1/18/2009 13:58,   -85.75944,   38.25417,   40202, 1440000
01/14/2009 06:32,   Product1,   1200,   Visa,   Kate,   Broadlands,   United States,   4/12/06 6:14,   1/18/2009 14:04,   -77.48778,   39.04361,   20147, 1440000
01/18/2009 16:32,   Product2,   3600,   Visa,   Therese,   Los Angeles,   United States,   1/18/2009 16:23,   1/18/2009 16:54,   -118.24278,   34.05222,   90012, 12960000
01/18/2009 17:04,   Product2,   3600,   Visa,   Abdul-L,   New York,   United States,   1/18/2009 16:58,   1/18/2009 16:58,   -74.00639,   40.71417,   10007, 12960000
01/18/2009 17:20,   Product2,   3600,   Visa,   heidi,   Saint Paul,   United States,   1/18/2009 17:16,   1/18/2009 17:16,   -93.09306,   44.94444,   55101, 12960000
01/18/2009 17:39,   Product2,   3600,   Visa,   jiyoung,   New York,   United States,   1/18/2009 17:34,   1/18/2009 17:34,   -74.00639,   40.71417,   10007, 12960000
01/11/2009 11:20,   Product1,   1200,   Visa,   Klara,   Spring Lake Park,   United States,   12/31/08 19:48,   1/18/2009 17:43,   -93.23778,   45.10778,   55432, 1440000
01/12/2009 16:50,   Product1,   1200,   Visa,   Vicki and Bill,   Seattle,   United States,   1/4/2009 21:33,   1/19/2009 01:22,   -122.33083,   47.60639,   98104, 1440000
01/12/2009 15:12,   Product1,   1200,   Mastercard,   David,   Deptford,   United States,   1/12/2009 14:07,   1/19/2009 03:47,   -75.15306,   39.83806,   08096, 1440000
01/09/2009 18:52,   Product1,   1200,   Visa,   David,   Alpharetta,   United States,   11/25/08 7:56,   1/19/2009 06:12,   -84.29417,   34.07528,   30009, 1440000
01/18/2009 23:17,   Product1,   1200,   Visa,   Greg,   Washington,   United States,   1/18/2009 15:18,   1/19/2009 06:13,   -77.03667,   38.895,   20004, 1440000
01/05/2009 19:37,   Product1,   1200,   Amex,   Bernadette,   Washington,   United States,   11/7/07 9:49,   1/19/2009 07:42,   -77.03667,   38.895,   20004, 1440000
01/14/2009 18:21,   Product1,   1200,   Visa,   luciana,   Athens,   United States,   9/25/05 6:25,   1/19/2009 11:21,   -83.37806,   33.96083,   30601, 1440000
01/11/2009 19:01,   Product1,   1200,   Diners,   Maja,   Hoschton,   United States,   1/11/2009 18:17,   1/19/2009 12:47,   -83.76139,   34.09639,   30548, 1440000
01/15/2009 08:07,   Product1,   1200,   Visa,   Kirstie,   Royal Oak,   United States,   12/13/08 19:35,   1/19/2009 14:59,   -83.14472,   42.48944,   48067, 1440000
01/15/2009 08:10,   Product1,   1200,   Visa,   Scott,   Royal Oak,   United States,   12/13/08 19:35,   1/19/2009 14:59,   -83.14472,   42.48944,   48067, 1440000
01/02/2009 17:45,   Product1,   1200,   Mastercard,   Jammie,   Belmont,   United States,   12/9/05 17:19,   1/19/2009 15:36,   -71.17917,   42.39583,   02478, 1440000
01/19/2009 16:10,   Product1,   1200,   Mastercard,   Frank,   Old Greenwich,   United States,   1/19/2009 15:31,   1/19/2009 16:00,   -73.56528,   41.02278,   06870, 1440000
01/19/2009 16:55,   Product1,   1200,   Mastercard,   scott,   Coconut Grove,   United States,   1/19/2009 16:18,   1/19/2009 16:18,   -80.25722,   25.71222,   33133, 1440000
01/10/2009 17:41,   Product1,   1200,   Visa,   Jiri,   Vienna,   United States,   1/10/2009 16:32,   1/19/2009 17:52,   -77.26556,   38.90111,   22180, 1440000
01/18/2009 13:49,   Product2,   3600,   Visa,   Bev,   San Ramon,   United States,   1/11/2009 12:00,   1/19/2009 18:07,   -121.97694,   37.78,   94526, 12960000
01/15/2009 05:47,   Product1,   1200,   Visa,   Dave and Amy,   Norfolk,   United States,   1/15/2009 00:21,   1/19/2009 22:48,   -76.28556,   36.84667,   23510, 1440000
01/19/2009 23:06,   Product1,   1200,   Mastercard,   Rebecca,   Norfolk,   United States,   1/19/2009 22:53,   1/19/2009 22:53,   -76.28556,   36.84667,   23510, 1440000
01/03/2009 10:52,   Product1,   1200,   Visa,   Djeiny,   Rockville,   United States,   4/18/05 9:27,   1/20/2009 06:47,   -77.20889,   39.01806,   20854, 1440000
01/20/2009 05:24,   Product3,   7500,   Mastercard,   Amanda,   Shreveport,   United States,   1/20/2009 05:13,   1/20/2009 07:15,   -93.75,   32.525,   71107, 56250000
01/20/2009 06:03,   Product1,   1200,   Mastercard,   Andrea,   Shreveport,   United States,   1/20/2009 05:13,   1/20/2009 07:15,   -93.75,   32.525,   71107, 1440000
01/10/2009 11:37,   Product1,   1200,   Amex,   Joanna,   Little Silver,   United States,   12/28/08 20:10,   1/20/2009 07:42,   -74.0475,   40.33667,   07739, 1440000
01/19/2009 16:32,   Product1,   1200,   Amex,   alison,   Mid City West,   United States,   1/19/2009 10:24,   1/20/2009 10:09,   -75.16417,   39.95222,   19107, 1440000
01/18/2009 10:42,   Product1,   1200,   Visa,   malin,   Atlanta,   United States,   1/18/2009 00:00,   1/20/2009 11:09,   -84.38806,   33.74889,   30334, 1440000
01/20/2009 12:34,   Product1,   1200,   Mastercard,   Anastasia,   NYC,   United States,   1/20/2009 12:17,   1/20/2009 12:55,   -74.00639,   40.71417,   10007, 1440000
01/15/2009 11:26,   Product1,   1200,   Visa,   Nicole,   Brookline,   United States,   7/11/07 11:18,   1/20/2009 14:01,   -71.12167,   42.33167,   02445, 1440000
01/12/2009 19:47,   Product1,   1200,   Mastercard,   Blanca Gabriela,   Irving,   United States,   12/10/08 21:49,   1/20/2009 18:02,   -96.94861,   32.81389,   75060, 1440000
01/04/2009 19:20,   Product1,   1200,   Amex,   Elisa,   Ottawa Hills,   United States,   1/4/2009 18:38,   1/20/2009 18:03,   -83.64333,   41.66417,   43606, 1440000
01/10/2009 08:33,   Product2,   3600,   Mastercard,   Patricia,   Portola Valley,   United States,   2/4/07 10:09,   1/20/2009 22:06,   -122.23417,   37.38417,   94028, 12960000
01/16/2009 02:41,   Product3,   7500,   Visa,   Kristyn,   Kearns,   United States,   1/15/2009 18:01,   1/21/2009 01:02,   -111.99556,   40.66,   84118, 56250000
01/20/2009 08:10,   Product1,   1200,   Amex,   Cathy,   Brooklyn,   United States,   8/5/07 18:52,   1/21/2009 05:16,   -73.95,   40.65,   11226, 1440000
01/06/2009 12:45,   Product2,   3600,   Amex,   Kaylee,   Penngrove,   United States,   1/5/2009 14:06,   1/21/2009 11:18,   -122.66556,   38.29972,   94951, 12960000
01/10/2009 08:13,   Product1,   1200,   Visa,   suzanne,   Lemont,   United States,   1/9/2009 19:15,   1/21/2009 11:35,   -88.00167,   41.67361,   60439, 1440000
01/07/2009 14:15,   Product1,   1200,   Mastercard,   Cassandra,   San Carlos,   United States,   1/5/2009 15:42,   1/21/2009 12:00,   -122.25944,   37.50722,   94070, 1440000
01/08/2009 15:27,   Product1,   1200,   Mastercard,   Jennifer,   Chicago,   United States,   1/4/2009 22:22,   1/21/2009 13:28,   -87.65,   41.85,   60608, 1440000
01/21/2009 14:06,   Product1,   1200,   Visa,   Sean,   Wantagh,   United States,   1/21/2009 12:00,   1/21/2009 14:06,   -73.51056,   40.68361,   11793, 1440000
01/19/2009 19:07,   Product1,   1200,   Diners,   Harriet,   Fort Oglethorpe,   United States,   1/19/2009 16:52,   1/21/2009 17:02,   -85.25694,   34.94889,   30742, 1440000
01/18/2009 06:27,   Product1,   1200,   Mastercard,   Janine,   Corbin City,   United States,   10/27/05 19:22,   1/21/2009 17:10,   -74.81556,   39.24167,   08270, 1440000
01/20/2009 11:58,   Product1,   1200,   Mastercard,   Debora,   Lakeside,   United States,   11/1/08 23:14,   1/21/2009 17:25,   -116.92139,   32.85722,   92040, 1440000
01/20/2009 16:32,   Product1,   1200,   Visa,   Vishpala,   Margate,   United States,   1/2/08 9:52,   1/21/2009 19:05,   -80.2375,   26.30972,   33067, 1440000
01/01/2009 07:09,   Product1,   1200,   Amex,   Emer,   South Palm Beach,   United States,   2/28/05 5:40,   1/21/2009 19:14,   -80.03667,   26.70528,   33480, 1440000
01/21/2009 14:55,   Product1,   1200,   Diners,   john,   New York,   United States,   1/21/2009 10:23,   1/21/2009 20:34,   -74.00639,   40.71417,   10007, 1440000
01/07/2009 22:29,   Product1,   1200,   Mastercard,   lailani,   Anchorage,   United States,   1/7/2009 13:23,   1/21/2009 22:30,   -149.90028,   61.21806,   99501, 1440000
01/18/2009 16:50,   Product1,   1200,   Visa,   Celina,   North Brunswick,   United States,   1/18/2009 16:25,   1/22/2009 01:17,   -74.482,   40.4497,   08902, 1440000
01/21/2009 12:08,   Product2,   3600,   Visa,   Rosemary,   Jacksonville,   United States,   1/21/2009 11:39,   1/22/2009 06:13,   -81.65583,   30.33194,   32202, 12960000
01/22/2009 06:41,   Product1,   1200,   Visa,   Patrick,   Baytown,   United States,   1/22/2009 04:32,   1/22/2009 06:54,   -94.97722,   29.73528,   77520, 1440000
01/12/2009 09:23,   Product1,   1200,   Mastercard,   Jacob,   Winter Haven,   United States,   1/10/2009 14:55,   1/22/2009 07:59,   -81.73306,   28.02194,   33880, 1440000
01/22/2009 08:23,   Product1,   1200,   Visa,   elisabeth,   Gonzaga Univ,   United States,   1/22/2009 07:55,   1/22/2009 08:14,   -117.425,   47.65889,   99201, 1440000
01/20/2009 08:51,   Product1,   1200,   Visa,   Marie,   Winchester,   United States,   7/23/08 14:59,   1/22/2009 18:08,   -71.1375,   42.45222,   01890, 1440000
01/06/2009 08:34,   Product1,   1200,   Visa,   Orit,   Dallas,   United States,   1/5/2009 15:00,   1/22/2009 21:41,   -96.8,   32.78333,   75201, 1440000
01/23/2009 03:33,   Product2,   3600,   Mastercard,   Anja Langer,   Saint Paul,   United States,   1/23/2009 03:00,   1/23/2009 03:00,   -93.09306,   44.94444,   55101, 12960000
01/21/2009 14:15,   Product1,   1200,   Amex,   Eric,   Ely,   United States,   1/21/2009 13:56,   1/23/2009 10:35,   -114.88778,   39.2475,   89301, 1440000
01/21/2009 06:39,   Product1,   1200,   Amex,   Miriane,   Norfolk,   United States,   7/30/07 21:10,   1/23/2009 12:48,   -76.28556,   36.84667,   23510, 1440000
01/19/2009 08:14,   Product1,   1200,   Visa,   Jeff,   Houston,   United States,   1/4/2009 12:39,   1/23/2009 12:52,   -95.36306,   29.76306,   77002, 1440000
01/22/2009 23:35,   Product1,   1200,   Mastercard,   Shannon,   Buffalo Grove,   United States,   1/22/2009 23:23,   1/23/2009 22:05,   -89.595,   41.98111,   61064, 1440000
01/21/2009 07:59,   Product1,   1200,   Visa,   Helen,   Mechanics Grove,   United States,   4/7/08 17:15,   1/24/2009 06:01,   -76.16389,   39.89694,   17566, 1440000
01/23/2009 07:37,   Product2,   3600,   Amex,   Fatisha,   Miami,   United States,   1/23/2009 06:32,   1/24/2009 06:54,   -80.19389,   25.77389,   33130, 12960000
01/18/2009 14:39,   Product1,   1200,   Visa,   Nina,   Silver Spring,   United States,   1/5/2009 15:43,   1/24/2009 07:31,   -77.02639,   38.99056,   20910, 1440000
01/17/2009 07:23,   Product1,   1200,   Visa,   Georgina,   Portland,   United States,   11/28/07 10:05,   1/24/2009 08:54,   -122.675,   45.52361,   97209, 1440000
01/23/2009 11:37,   Product1,   1200,   Diners,   Kellie,   Staten Island,   United States,   1/23/2009 10:42,   1/24/2009 08:59,   -74.1275,   40.56472,   10306, 1440000
01/19/2009 15:02,   Product1,   1200,   Mastercard,   Terry,   San Antonio,   United States,   1/19/2009 14:43,   1/24/2009 10:26,   -98.49333,   29.42389,   78205, 1440000
01/07/2009 19:03,   Product2,   3600,   Mastercard,   Cindy,   Englewood,   United States,   12/17/07 19:55,   1/24/2009 19:19,   -104.98722,   39.64778,   80113, 12960000
01/17/2009 14:02,   Product1,   1200,   Visa,   Simone,   San Antonio,   United States,   12/7/05 19:48,   1/24/2009 21:29,   -98.49333,   29.42389,   78205, 1440000
01/25/2009 00:09,   Product1,   1200,   Visa,   Hilde,   Princeville,   United States,   6/20/08 22:08,   1/25/2009 00:12,   -159.48528,   22.22361,   96722, 1440000
01/06/2009 09:52,   Product1,   1200,   Mastercard,   Anna,   Lafayette,   United States,   1/3/2009 15:01,   1/25/2009 10:19,   -122.11694,   37.88583,   94549, 1440000
01/13/2009 14:53,   Product1,   1200,   Visa,   leiser,   N Java,   United States,   1/13/2009 13:22,   1/25/2009 11:33,   -78.33806,   42.68361,   14113, 1440000
01/06/2009 16:37,   Product1,   1200,   Visa,   Ann,   Austin,   United States,   12/28/08 12:31,   1/25/2009 12:17,   -97.74278,   30.26694,   78701, 1440000
01/18/2009 17:21,   Product1,   1200,   Mastercard,   Nichol Jane,   Midland Park,   United States,   1/11/2009 20:59,   1/25/2009 14:00,   -74.14111,   40.98917,   07432, 1440000
01/13/2009 15:18,   Product1,   1200,   Amex,   Beatriz,   Centerport,   United States,   1/13/2009 14:46,   1/25/2009 14:01,   -73.37667,   40.88528,   11721, 1440000
01/18/2009 13:06,   Product1,   1200,   Diners,   Isabelle,   Shorewood,   United States,   1/18/2009 08:44,   1/25/2009 14:49,   -93.56611,   44.90333,   55331, 1440000
01/22/2009 18:44,   Product1,   1200,   Visa,   Lynne,   Southlake,   United States,   1/22/2009 17:24,   1/25/2009 15:02,   -97.13389,   32.94111,   76092, 1440000
01/08/2009 08:58,   Product1,   1200,   Mastercard,   Doug,   Huntington,   United States,   1/8/2009 08:22,   1/25/2009 17:39,   -73.42611,   40.86806,   11743, 1440000
01/04/2009 09:54,   Product1,   1200,   Mastercard,   AMY,   The Woodlands,   United States,   12/30/08 20:41,   1/25/2009 18:23,   -95.48917,   30.15778,   77381, 1440000
01/09/2009 10:22,   Product1,   1200,   Mastercard,   HELIDA,   White House,   United States,   1/5/2009 14:49,   1/25/2009 19:35,   -86.65139,   36.47028,   37188, 1440000
01/26/2009 03:43,   Product1,   1200,   Mastercard,   Wendy,   Lake Mahopac,   United States,   1/26/2009 03:10,   1/26/2009 03:10,   -73.73389,   41.37222,   10541, 1440000
01/11/2009 13:16,   Product2,   3600,   Visa,   shelby,   Plantation,   United States,   1/11/2009 12:20,   1/26/2009 03:42,   -80.14361,   26.12194,   33301, 12960000
01/21/2009 11:28,   Product1,   800,   Amex,   Heloise,   Arlington,   United States,   9/25/05 20:26,   1/26/2009 06:23,   -77.08444,   38.89028,   22201, 640000
